porB,tbpB,ST
315,367,2101
582,186,2102
1323,4,2103
1324,33,2104
1178,515,2105
582,137,2106
1325,156,2107
1123,110,2108
1326,137,2109
123,92,2110
1321,4,2111
1322,137,2112
147,272,2113
832,21,2114
201,240,2115
1327,186,2116
14,186,2117
1123,516,2118
1328,156,2119
1329,156,2120
90,517,2121
217,487,2122
1123,518,2123
1123,21,2124
1330,4,2125
90,519,2126
686,186,2127
1331,497,2128
1332,186,2129
1333,520,2130
130,521,2131
1334,98,2132
1335,186,2133
1336,186,2134
206,75,2135
90,367,2136
406,462,2137
1337,4,2138
1338,29,2139
1339,513,2140
1340,468,2141
997,522,2142
1341,479,2143
1342,27,2144
1343,4,2145
1344,523,2146
1345,156,2147
90,114,2148
1283,156,2149
103,524,2150
1346,4,2151
1347,29,2152
1348,4,2153
61,525,2154
1349,98,2155
1350,155,2156
1350,156,2157
1351,137,2158
375,24,2159
206,526,2160
1352,4,2161
375,156,2162
1353,186,2163
1354,110,2164
1355,156,2165
1226,186,2166
1356,110,2167
1357,110,2168
1358,75,2169
1359,186,2170
1360,10,2171
1361,527,2172
1362,278,2173
1363,156,2174
1364,10,2175
700,156,2176
1365,523,2177
250,75,2178
1366,75,2179
1367,10,2180
1368,386,2181
1369,4,2182
1370,75,2183
1371,523,2184
4,528,2185
505,135,2186
123,29,2187
209,21,2188
1372,29,2189
1373,29,2190
1374,4,2191
147,529,2192
1375,29,2193
1132,530,2194
1376,35,2195
39,531,2196
1377,334,2197
1378,4,2198
1379,33,2199
1380,98,2200
1381,6,2201
1382,4,2202
1383,474,2203
1384,5,2204
1385,475,2205
1386,5,2206
1387,4,2207
35,35,2208
832,5,2209
1389,33,2210
1390,32,2211
1388,110,2212
1391,4,2213
1392,4,2214
3,124,2215
214,528,2216
970,532,2217
851,58,2218
1393,334,2219
18,533,2220
1283,272,2221
1366,156,2222
1397,4,2223
1398,4,2224
1400,63,2225
242,21,2226
1399,534,2227
1401,29,2228
289,535,2229
1403,60,2230
1404,16,2231
1405,536,2232
723,334,2233
39,537,2234
1406,35,2235
1014,29,2236
1075,5,2237
957,27,2238
147,122,2239
1065,16,2240
1066,16,2241
1067,16,2242
1064,428,2243
1077,16,2244
1073,24,2245
1074,16,2246
1407,16,2247
1408,33,2248
488,32,2249
653,137,2250
1409,10,2251
1410,33,2252
1411,10,2253
1412,4,2254
1413,111,2255
1414,505,2256
1415,10,2257
1394,156,2258
1395,137,2259
1396,137,2260
1396,75,2261
18,29,2262
1416,4,2263
164,135,2264
1417,4,2265
543,538,2266
84,32,2267
206,470,2268
1226,75,2269
1418,428,2270
1132,156,2271
402,4,2272
1419,189,2273
1420,4,2274
1421,156,2275
90,539,2276
505,33,2277
1123,499,2278
1042,186,2279
1422,137,2280
206,328,2281
1423,540,2282
1424,215,2283
1425,33,2284
700,110,2285
1132,75,2286
1426,33,2287
206,186,2288
1304,4,2289
4,541,2290
1427,542,2291
1428,33,2292
1429,137,2293
1430,328,2294
1431,479,2295
1432,186,2296
1123,33,2297
242,543,2298
1433,4,2299
1434,4,2300
90,544,2301
130,137,2302
1435,545,2303
4,546,2304
1436,21,2305
1437,547,2306
256,186,2307
1132,141,2308
282,197,2309
315,548,2310
1438,549,2311
1439,156,2312
90,493,2313
1440,550,2314
1441,156,2315
516,551,2316
96,552,2317
1053,4,2318
1442,10,2319
1443,29,2320
1444,156,2321
1445,137,2322
1446,468,2323
1447,33,2324
1448,186,2325
240,186,2326
1449,186,2327
1450,472,2328
328,110,2329
845,171,2330
1451,4,2331
1452,553,2332
1453,4,2333
396,554,2334
1454,468,2335
1455,186,2336
1203,428,2337
566,75,2338
1366,10,2339
1226,502,2340
952,33,2341
1456,186,2342
147,555,2343
1132,556,2344
130,110,2345
1457,25,2346
1458,186,2347
1459,10,2348
1460,470,2349
1461,75,2350
1462,156,2351
1463,75,2352
1464,156,2353
517,5,2354
242,110,2355
130,10,2356
1132,27,2357
581,487,2358
1466,33,2359
240,111,2360
87,156,2361
1053,557,2362
1467,137,2363
1468,4,2364
760,377,2365
217,33,2366
1469,472,2367
1470,4,2368
1471,110,2369
1472,16,2370
242,558,2371
90,559,2372
581,111,2373
1473,10,2374
543,560,2375
1474,561,2376
1475,110,2377
1476,367,2378
1478,4,2379
1477,4,2380
1479,4,2381
1480,4,2382
582,110,2383
1208,33,2384
1481,355,2385
1482,29,2386
1483,33,2387
1205,33,2388
260,186,2389
1484,29,2390
1485,111,2391
206,10,2392
256,328,2393
581,562,2394
1486,137,2395
1487,321,2396
1488,5,2397
1291,495,2398
1335,33,2399
1489,563,2400
1490,156,2401
1491,26,2402
90,564,2403
206,215,2404
4,565,2405
1492,156,2406
256,566,2407
206,141,2408
1314,489,2409
1358,156,2410
1493,29,2411
1494,547,2412
1495,156,2413
1496,156,2414
164,186,2415
256,21,2416
1497,156,2417
1498,24,2418
1499,33,2419
1222,186,2420
1500,567,2421
1132,186,2422
1501,4,2423
130,568,2424
1447,186,2425
1502,137,2426
1503,33,2427
1504,4,2428
1505,4,2429
182,569,2430
582,33,2431
1506,570,2432
90,32,2433
1507,186,2434
1508,186,2435
1509,526,2436
1510,355,2437
1273,571,2438
1511,156,2439
1512,367,2440
822,33,2441
1366,444,2442
130,107,2443
1513,156,2444
700,572,2445
1514,33,2446
90,573,2447
90,307,2448
1515,29,2449
39,574,2450
266,242,2451
1516,25,2452
1518,10,2453
1519,186,2454
1517,575,2455
1123,576,2456
1132,577,2457
4,576,2458
1520,367,2459
1520,578,2460
1198,156,2461
1483,107,2462
1521,186,2463
1522,328,2464
90,579,2465
1053,580,2466
1523,4,2467
1524,156,2468
1525,10,2469
1526,470,2470
1203,4,2471
1111,4,2472
90,71,2473
19,581,2474
1527,29,2475
720,121,2476
1362,186,2477
1528,582,2478
1529,186,2479
1530,33,2480
850,583,2481
1531,27,2482
1532,91,2483
1533,27,2484
90,98,2485
1461,156,2486
1534,241,2487
1535,26,2488
1536,29,2489
1537,33,2490
1538,33,2491
1539,584,2492
4,29,2493
1540,3,2494
1541,23,2495
1542,27,2496
1543,6,2497
1544,3,2498
59,19,2499
522,585,2500
1543,3,2501
1545,25,2502
1542,587,2503
1546,584,2504
1547,3,2505
1548,584,2506
1549,588,2507
1550,6,2508
1551,29,2509
1552,19,2510
1553,27,2511
556,584,2512
466,589,2513
1554,281,2514
1555,261,2515
1542,590,2516
1556,6,2517
1557,584,2518
1558,27,2519
1559,3,2520
787,29,2521
1229,19,2522
1561,23,2523
1562,24,2524
1560,585,2525
1563,267,2526
1564,19,2527
1547,23,2528
1547,584,2529
956,3,2530
787,27,2531
1555,6,2532
101,3,2533
1560,23,2534
1543,135,2535
256,254,2536
522,591,2537
1566,19,2538
1543,590,2539
217,137,2540
1567,586,2541
252,29,2542
1568,585,2543
1569,592,2544
1570,25,2545
1571,6,2546
55,593,2547
1539,3,2548
101,584,2549
1572,584,2550
1573,594,2551
1574,204,2552
1575,4,2553
90,595,2554
1576,137,2555
206,596,2556
315,156,2557
1577,137,2558
1578,107,2559
1579,597,2560
1580,367,2561
1574,10,2562
1581,272,2563
1582,502,2564
4,598,2565
1584,4,2566
182,10,2567
1585,600,2568
4,110,2569
609,10,2570
1586,598,2571
833,10,2572
4,601,2573
1587,4,2574
90,602,2575
1588,33,2576
1583,603,2577
1589,10,2578
1591,605,2579
1592,4,2580
1593,156,2581
1132,606,2582
1594,137,2583
1595,455,2584
903,10,2585
566,137,2586
1596,10,2587
1590,604,2588
1597,386,2589
1528,110,2590
1598,75,2591
232,25,2592
609,74,2593
947,165,2594
947,33,2595
1613,18,2596
19,29,2597
1606,4,2598
1164,60,2599
1615,35,2600
1616,33,2601
1617,91,2602
1618,35,2603
1619,33,2604
1620,35,2605
1621,32,2606
1622,35,2607
1623,29,2608
1625,32,2609
1626,189,2610
1627,33,2611
1628,4,2612
1629,29,2613
158,399,2614
1612,74,2615
1602,4,2616
1253,27,2617
1603,4,2618
234,35,2619
19,33,2620
1607,21,2621
1599,4,2622
1600,333,2623
1604,321,2624
281,4,2625
1608,33,2626
1609,4,2627
1610,4,2628
1611,4,2629
1143,608,2630
1630,4,2631
1631,27,2632
1634,25,2633
1635,25,2634
1637,33,2635
1644,174,2636
23,607,2637
1647,609,2638
266,609,2639
1649,4,2640
1651,610,2641
1652,611,2642
1653,165,2643
1654,4,2644
123,612,2645
596,613,2646
1655,4,2647
361,614,2648
361,29,2649
251,615,2650
123,616,2651
121,165,2652
1657,150,2653
406,360,2654
1658,4,2655
35,617,2656
1660,268,2657
1661,61,2658
1662,616,2659
121,61,2660
220,4,2661
406,61,2662
1663,618,2663
1664,4,2664
1662,4,2665
1665,4,2666
1666,614,2667
1667,4,2668
1669,4,2669
123,4,2670
59,32,2671
165,35,2672
106,27,2673
1624,29,2674
1673,4,2675
1671,26,2676
1672,399,2677
1674,118,2678
1670,350,2679
49,115,2680
1675,29,2681
1676,4,2682
406,4,2683
301,620,2684
266,621,2685
1677,96,2686
1678,4,2687
1656,622,2688
1659,4,2689
1668,623,2690
1650,4,2691
1442,32,2692
478,323,2693
4,25,2694
2,280,2695
91,25,2696
91,384,2697
1442,143,2698
806,533,2699
232,358,2700
232,533,2701
609,280,2702
19,634,2703
1614,33,2704
1614,321,2705
232,633,2706
1605,632,2707
91,510,2708
421,300,2709
232,83,2710
421,392,2711
423,29,2712
1442,393,2713
23,42,2714
49,29,2715
23,533,2716
37,33,2717
529,217,2718
61,392,2719
948,174,2720
685,174,2721
37,533,2722
293,392,2723
103,118,2724
90,280,2725
90,217,2726
90,402,2727
232,624,2728
1641,635,2729
609,636,2730
1642,326,2731
1643,325,2732
738,637,2733
738,638,2734
232,631,2735
1645,627,2736
1646,628,2737
90,629,2738
1681,630,2739
1685,4,2740
1686,4,2741
1687,640,2742
1689,33,2743
243,295,2744
1688,4,2745
1690,135,2746
201,641,2747
1647,280,2748
685,639,2749
232,645,2750
4,646,2751
103,647,2752
103,648,2753
251,635,2754
738,143,2755
232,643,2756
948,644,2757
581,215,2758
876,21,2759
1466,21,2760
206,107,2761
315,186,2762
505,10,2763
217,156,2764
1495,21,2765
683,33,2766
822,186,2767
90,502,2768
337,75,2769
182,75,2770
505,186,2771
582,156,2772
242,75,2773
582,107,2774
953,4,2775
147,156,2776
1042,156,2777
90,328,2778
505,4,2779
1135,75,2780
1135,107,2781
1694,110,2782
1695,10,2783
1696,21,2784
1697,33,2785
1698,543,2786
1699,110,2787
1701,141,2788
1702,107,2789
1700,156,2790
1703,186,2791
1705,215,2792
1706,156,2793
1707,4,2794
1708,61,2795
1709,649,2796
35,612,2797
158,650,2798
1662,612,2799
90,651,2800
1710,27,2801
1711,27,2802
1712,652,2803
708,653,2804
315,654,2805
90,655,2806
489,656,2807
147,657,2808
4,658,2809
90,659,2810
1704,660,2811
90,661,2812
1713,186,2813
256,156,2814
1714,137,2815
1715,444,2816
1716,186,2817
1717,156,2818
1716,662,2819
1718,662,2820
1719,4,2821
1720,141,2822
147,663,2823
1721,21,2824
1722,110,2825
1723,33,2826
1724,504,2827
1725,156,2828
1726,110,2829
1727,33,2830
1135,664,2831
1728,186,2832
90,665,2833
1729,110,2834
182,662,2835
256,666,2836
1730,75,2837
1739,667,2838
1731,668,2839
1732,186,2840
1733,156,2841
1734,186,2842
1735,328,2843
1736,10,2844
1737,156,2845
1738,156,2846
1717,667,2847
1742,10,2848
1743,110,2849
1744,21,2850
1456,10,2851
1745,10,2852
1741,10,2853
1746,10,2854
1747,4,2855
1748,334,2856
90,189,2857
1645,25,2858
1421,6,2859
1244,187,2860
708,4,2861
37,4,2862
91,604,2863
160,32,2864
116,25,2865
49,25,2866
785,330,2867
361,27,2868
1645,174,2869
116,4,2870
232,174,2871
121,29,2872
61,118,2873
1118,4,2874
1417,187,2875
232,189,2876
1749,187,2877
1760,4,2878
1772,4,2879
1773,4,2880
1751,4,2881
1767,224,2882
1770,4,2883
1752,25,2884
1753,29,2885
1754,189,2886
1755,32,2887
1762,395,2888
1771,392,2889
1756,32,2890
1557,118,2891
1758,32,2892
1763,118,2893
1764,189,2894
1766,402,2895
1759,399,2896
1750,671,2897
1768,672,2898
1769,672,2899
37,673,2900
90,674,2901
37,675,2902
1765,676,2903
1774,677,2904
1640,291,2905
1775,4,2906
1483,110,2907
1776,10,2908
206,135,2909
1777,367,2910
130,118,2911
232,32,2912
1693,533,2913
98,533,2914
1662,29,2915
1253,4,2916
13,22,2917
2,11,2918
2,8,2919
68,8,2920
711,8,2921
11,34,2922
32,89,2923
85,42,2924
72,91,2925
25,95,2926
92,86,2927
67,19,2928
71,66,2929
34,51,2930
1253,636,2931
103,492,2932
15,3,2933
99,3,2934
95,3,2935
92,34,2936
14,34,2937
15,78,2938
17,45,2939
35,60,2940
91,324,2941
1757,118,2942
1226,33,2943
1778,678,2944
1115,33,2945
833,384,2946
1204,75,2947
4,8,2948
407,107,2949
1779,156,2950
217,679,2951
1780,107,2952
217,107,2953
580,33,2954
908,10,2955
1783,10,2956
1784,110,2957
1785,110,2958
1786,21,2959
1787,110,2960
1788,110,2961
1789,680,2962
1790,29,2963
1740,10,2964
1781,10,2965
1782,10,2966
1791,10,2967
1792,186,2968
39,241,2969
1793,110,2970
103,681,2971
1794,610,2972
1795,682,2973
1796,360,2974
123,268,2975
1797,3,2976
1798,21,2977
1799,190,2978
1800,613,2979
406,18,2980
1801,6,2981
1802,18,2982
1583,683,2983
1803,616,2984
1804,60,2985
1805,268,2986
632,137,2987
1470,21,2988
1806,33,2989
184,684,2990
1807,27,2991
1808,29,2992
1809,29,2993
1810,29,2994
1811,4,2995
1812,137,2996
866,21,2997
251,91,2998
1813,29,2999
702,33,3000
1792,330,3001
1814,4,3002
1815,27,3003
1816,26,3004
158,15,3005
227,4,3006
251,685,3007
1817,268,3008
1819,454,3009
1820,137,3010
1821,16,3011
1822,49,3012
1823,268,3013
1818,4,3014
46,686,3015
1662,687,3016
1824,60,3017
1825,688,3018
1826,689,3019
1827,690,3020
361,691,3021
1798,268,3022
1828,692,3023
1688,21,3024
1835,74,3025
1836,21,3026
90,694,3027
53,103,3028
822,114,3029
1838,21,3030
1829,83,3031
1830,21,3032
1831,21,3033
1832,21,3034
1833,111,3035
1834,693,3036
1718,21,3037
1837,21,3038
407,105,3039
1839,4,3040
1253,21,3041
1840,29,3042
1841,330,3043
467,135,3044
1842,29,3045
1843,29,3046
997,75,3047
1844,4,3048
1442,569,3049
1845,695,3050
1846,4,3051
1264,696,3052
870,697,3053
335,698,3054
53,701,3055
1601,4,3056
1847,703,3057
1848,60,3058
1849,27,3059
1850,135,3060
1851,4,3061
1852,135,3062
1583,10,3063
1584,156,3064
90,530,3065
1411,704,3066
1855,4,3067
1856,110,3068
1857,10,3069
1858,10,3070
1859,98,3071
1859,10,3072
1860,10,3073
1861,75,3074
1862,156,3075
90,705,3076
1863,137,3077
1574,4,3078
90,484,3079
1864,10,3080
1865,4,3081
1866,10,3082
130,27,3083
1867,10,3084
1868,10,3085
1366,186,3086
1869,4,3087
1365,33,3088
1870,523,3089
1871,21,3090
1872,4,3091
1873,35,3092
760,35,3093
1874,706,3094
382,16,3095
1875,75,3096
1876,156,3097
1877,4,3098
997,186,3099
375,10,3100
256,501,3101
1879,33,3102
1880,75,3103
1881,282,3104
1502,186,3105
1882,33,3106
1883,4,3107
1884,4,3108
1893,137,3109
407,92,3110
1894,632,3111
1895,29,3112
854,27,3113
1896,21,3114
1885,4,3115
1884,25,3116
1884,115,3117
1886,25,3118
1887,4,3119
1888,4,3120
1889,4,3121
23,707,3122
214,4,3123
1897,4,3124
1898,4,3125
1899,25,3126
1901,110,3127
1900,110,3128
1901,4,3129
536,4,3130
356,4,3131
719,4,3132
87,75,3133
912,4,3134
875,5,3135
1101,33,3136
1175,33,3137
1188,4,3138
262,593,3139
1891,4,3140
1892,4,3141
1902,4,3142
1910,4,3143
184,709,3144
1911,4,3145
1904,4,3146
1905,4,3147
1906,4,3148
1903,110,3149
1907,4,3150
1908,4,3151
1909,29,3152
1890,4,3153
256,710,3154
1913,4,3155
1912,711,3156
1217,16,3157
1914,110,3158
1915,10,3159
1915,110,3160
1914,10,3161
485,197,3162
4,708,3163
1916,4,3164
1917,4,3165
1919,4,3166
1920,5,3167
1921,10,3168
260,4,3169
1775,33,3170
206,712,3171
1922,4,3172
35,713,3173
485,714,3174
18,2,3175
1923,60,3176
206,60,3177
1923,29,3178
1924,717,3179
1923,717,3180
1923,602,3181
206,719,3182
1925,227,3183
1926,32,3184
1925,60,3185
1926,723,3186
64,719,3187
123,60,3188
120,722,3189
158,21,3190
1927,724,3191
123,21,3192
1928,27,3193
1929,96,3194
443,4,3195
1930,530,3196
1367,33,3197
206,137,3198
952,215,3199
1932,75,3200
1322,110,3201
1935,32,3202
1936,4,3203
1931,98,3204
296,386,3205
1937,725,3206
251,726,3207
361,727,3208
922,29,3209
1662,18,3210
35,4,3211
406,613,3212
1938,350,3213
1939,60,3214
1940,254,3215
184,154,3216
90,676,3217
1941,321,3218
1950,63,3219
1951,294,3220
64,136,3221
266,395,3222
813,32,3223
1941,6,3224
158,616,3225
1922,616,3226
1954,118,3227
90,294,3228
1955,58,3229
596,719,3230
1956,461,3231
1958,29,3232
1959,27,3233
251,715,3234
543,730,3235
1960,16,3236
1922,719,3237
1953,729,3238
1952,4,3239
1574,110,3240
1970,10,3241
1971,33,3242
1972,156,3243
1973,530,3244
1975,10,3245
1976,137,3246
1977,32,3247
1978,137,3248
1980,33,3249
1132,10,3250
1981,10,3251
4,156,3252
121,728,3253
1979,156,3254
1986,35,3255
1968,4,3256
147,5,3257
1965,33,3258
1967,532,3259
1966,92,3260
123,6,3261
1964,4,3262
1963,267,3263
1962,4,3264
912,454,3265
106,33,3266
1982,131,3267
1380,734,3268
1983,4,3269
1984,108,3270
1985,703,3271
1987,27,3272
1988,29,3273
30,137,3274
421,464,3275
1969,4,3276
1982,137,3277
1989,27,3278
1990,493,3279
1991,271,3280
1992,546,3281
1042,737,3282
581,736,3283
1445,738,3284
1135,33,3285
581,144,3286
1042,110,3287
1449,29,3288
1053,186,3289
242,498,3290
1331,110,3291
1993,26,3292
997,95,3293
1994,110,3294
1995,10,3295
1996,137,3296
1997,4,3297
903,732,3298
1961,66,3299
1998,739,3300
1173,740,3301
922,137,3302
2002,165,3303
2000,4,3304
2001,29,3305
2003,371,3306
30,743,3307
2004,742,3308
1918,4,3309
2009,744,3310
2008,29,3311
123,745,3312
2012,330,3313
2011,29,3314
2013,70,3315
2014,27,3316
1662,747,3317
123,746,3318
2015,27,3319
95,748,3320
596,27,3321
374,24,3322
2016,27,3323
174,26,3324
2010,750,3325
2018,21,3326
1135,751,3327
2019,121,3328
2020,4,3329
53,137,3330
2021,505,3331
130,752,3332
2022,156,3333
240,75,3334
90,753,3335
1053,754,3336
2023,755,3337
1132,667,3338
2024,156,3339
158,443,3340
2025,476,3341
1362,756,3342
2026,35,3343
1449,21,3344
2027,21,3345
1168,27,3346
1690,4,3347
1518,96,3348
1353,4,3349
997,294,3350
2028,4,3351
2029,757,3352
2030,115,3353
2031,4,3354
2036,33,3355
2035,526,3356
2034,4,3357
2033,186,3358
2032,33,3359
1466,186,3360
1457,234,3361
1204,33,3362
1198,33,3363
1135,758,3364
1132,759,3365
581,186,3366
581,526,3367
256,33,3368
2037,27,3369
90,732,3370
2038,29,3371
2039,110,3372
2040,26,3373
2041,26,3374
2042,321,3375
1923,732,3376
123,227,3377
2043,110,3378
101,33,3379
1903,10,3380
1921,110,3381
1362,75,3382
921,33,3383
2044,156,3384
1355,4,3385
375,135,3386
908,4,3387
2045,156,3388
90,597,3389
2046,16,3390
2047,29,3391
828,137,3392
2051,29,3393
997,21,3394
90,39,3395
123,337,3396
1396,91,3397
2054,360,3398
2056,4,3399
488,21,3400
1164,764,3401
2055,136,3402
609,103,3403
701,92,3404
4,18,3405
2065,21,3406
2064,4,3407
2063,4,3408
2067,21,3409
217,767,3410
2068,21,3411
2062,21,3412
2058,766,3413
2066,173,3414
209,110,3415
2057,60,3416
2006,749,3417
251,768,3418
2072,21,3419
543,769,3420
1611,770,3421
2073,110,3422
2074,27,3423
1135,206,3424
2060,21,3425
2059,110,3426
250,137,3427
2075,29,3428
2076,21,3429
2077,33,3430
2078,110,3431
1275,33,3432
2079,498,3433
2080,33,3434
1053,21,3435
2081,75,3436
2082,597,3437
2083,186,3438
1456,156,3439
2091,10,3440
2092,4,3441
1362,98,3442
2084,21,3443
2085,10,3444
2086,484,3445
2087,75,3446
2088,530,3447
2089,24,3448
