porB,tbpB,ST
4941,1643,8971
4941,1644,8972
101,138,8973
4976,1645,8974
2836,27,8975
289,563,8976
5309,33,8977
4924,1646,8978
5307,35,8979
4960,27,8980
4965,1647,8981
1808,27,8982
5311,137,8983
5312,110,8984
3469,27,8985
5314,110,8986
5315,110,8987
609,1491,8988
5316,110,8989
5317,110,8990
5318,110,8991
5319,110,8992
3400,110,8993
5313,1497,8994
5320,25,8995
952,555,8996
5321,191,8997
23,917,8998
1226,1648,8999
5322,10,9000
5323,4,9001
1489,1061,9002
5324,29,9003
1505,1649,9004
5325,1650,9005
28,27,9006
5246,4,9007
251,1638,9008
5329,563,9009
5330,29,9010
5331,29,9011
5332,29,9012
5333,39,9013
5334,29,9014
5335,29,9015
5336,60,9016
5337,1557,9017
5338,1554,9018
5339,1557,9019
5340,743,9020
5341,996,9021
5342,171,9022
5343,25,9023
5344,27,9024
5345,4,9025
95,1653,9026
2494,856,9027
1056,241,9028
3599,241,9029
916,241,9030
2296,24,9031
4424,10,9032
854,10,9033
2742,4,9034
3986,361,9035
4226,10,9036
4266,10,9037
161,137,9038
5349,241,9039
5347,10,9040
5348,241,9041
5350,241,9042
5346,110,9043
444,873,9044
566,27,9045
673,32,9046
5351,29,9047
5352,29,9048
5353,29,9049
5328,1652,9050
5247,21,9051
3258,4,9052
54,1619,9053
5250,4,9054
870,1632,9055
5360,268,9056
5363,39,9057
5364,110,9058
5365,278,9059
5366,28,9060
5248,29,9061
5366,27,9062
2261,39,9063
5361,21,9064
5362,362,9065
121,1610,9066
123,360,9067
5277,616,9068
5355,623,9069
5358,612,9070
1320,21,9071
5327,362,9072
5232,1636,9073
5299,616,9074
5326,4,9075
5226,1635,9076
361,1651,9077
123,154,9078
5369,110,9079
5369,10,9080
5367,563,9081
5368,110,9082
5368,10,9083
5368,4,9084
5370,4,9085
5371,4,9086
5372,10,9087
5373,110,9088
5375,110,9089
5376,1654,9090
5377,110,9091
2078,563,9092
5359,61,9093
395,19,9094
5378,27,9095
5379,24,9096
5380,281,9097
5381,1655,9098
5382,19,9099
5383,27,9100
5384,1656,9101
5385,338,9102
5419,19,9103
5386,1657,9104
5387,16,9105
5388,281,9106
5389,18,9107
18,18,9108
5390,16,9109
5391,16,9110
5452,1657,9111
5392,1660,9112
5393,1659,9113
5394,281,9114
5404,16,9115
395,1657,9116
2699,281,9117
39,1057,9118
5405,19,9119
2242,28,9120
5406,16,9121
2150,16,9122
5409,1655,9123
3741,16,9124
5407,1057,9125
5419,1658,9126
5410,281,9127
4557,28,9128
1840,1661,9129
5395,1662,9130
5396,1129,9131
5397,29,9132
1903,1663,9133
4101,1664,9134
5398,29,9135
5399,295,9136
5400,29,9137
5401,29,9138
4101,1665,9139
4101,1666,9140
5402,29,9141
4537,1129,9142
5403,110,9143
5453,27,9144
1164,4,9145
123,942,9146
5457,29,9147
5458,1634,9148
209,563,9149
2,1671,9150
5459,86,9151
5460,137,9152
5461,110,9153
5462,33,9154
5463,33,9155
5464,39,9156
2600,137,9157
4846,110,9158
260,1672,9159
30,1582,9160
4837,507,9161
4,604,9162
908,39,9163
2329,4,9164
65,345,9165
5466,29,9166
5467,110,9167
5468,4,9168
5469,21,9169
5470,10,9170
888,743,9171
316,4,9172
1489,208,9173
4700,27,9174
1961,33,9175
4197,110,9176
5472,10,9177
5473,10,9178
251,262,9179
1386,110,9180
4247,10,9181
4590,1673,9182
5474,110,9183
5475,563,9184
5476,4,9185
5477,16,9186
1582,29,9187
2,193,9188
1095,193,9189
5465,29,9190
163,287,9191
1923,719,9192
5478,29,9193
5471,1676,9194
4734,1503,9195
5481,29,9196
5482,743,9197
2600,743,9198
5479,563,9199
5480,29,9200
59,137,9201
300,1675,9202
2613,4,9203
5485,21,9204
5484,263,9205
5485,18,9206
5486,24,9207
1808,18,9208
177,19,9209
2613,563,9210
5510,18,9211
3223,25,9212
111,155,9213
1907,983,9214
604,49,9215
5487,22,9216
1489,24,9217
4545,24,9218
1808,24,9219
5488,27,9220
2835,1677,9221
5489,33,9222
5491,338,9223
5492,5,9224
3642,743,9225
908,743,9226
3723,4,9227
2836,5,9228
1406,29,9229
5493,29,9230
1489,35,9231
5495,16,9232
5496,25,9233
5497,29,9234
1808,85,9235
5498,4,9236
908,1679,9237
5499,18,9238
4941,4,9239
5500,1436,9240
5501,4,9241
5502,28,9242
5494,263,9243
5503,1432,9244
5504,4,9245
1908,136,9246
5505,29,9247
5506,1680,9248
5507,29,9249
5508,10,9250
5509,29,9251
5310,182,9252
5512,25,9253
5513,25,9254
677,27,9255
5302,16,9256
4943,281,9257
5514,281,9258
289,1388,9259
173,27,9260
5513,16,9261
5515,29,9262
2708,25,9263
5516,16,9264
870,132,9265
4973,35,9266
2708,1646,9267
5379,76,9268
5518,1681,9269
5519,25,9270
1142,743,9271
5520,18,9272
4978,1683,9273
5521,27,9274
5522,29,9275
30,1684,9276
5523,35,9277
5524,24,9278
5525,27,9279
28,1685,9280
5526,563,9281
96,27,9282
5527,29,9283
5528,29,9284
1259,1678,9285
2700,1057,9286
5529,1073,9287
4943,110,9288
5386,1658,9289
4943,19,9290
39,1503,9291
5444,281,9292
5450,4,9293
5434,16,9294
3289,19,9295
5432,281,9296
173,16,9297
30,281,9298
7,28,9299
395,281,9300
5431,798,9301
5407,19,9302
5430,1582,9303
5411,743,9304
5394,28,9305
289,28,9306
4873,19,9307
5429,1668,9308
5414,110,9309
5415,281,9310
5419,1686,9311
5418,281,9312
5424,24,9313
5413,281,9314
5422,16,9315
5419,16,9316
2835,281,9317
5530,1687,9318
289,1221,9319
14,16,9320
586,1669,9321
935,18,9322
30,1688,9323
5534,110,9324
4581,24,9325
5535,126,9326
5533,563,9327
39,30,9328
5532,27,9329
5531,28,9330
4594,4,9331
677,263,9332
4931,27,9333
5032,4,9334
5517,27,9335
5307,1690,9336
5536,1682,9337
4960,1689,9338
5540,21,9339
5541,1583,9340
5542,10,9341
5544,4,9342
5545,4,9343
5546,26,9344
289,24,9345
289,1693,9346
5537,5,9347
4865,29,9348
5538,563,9349
2161,563,9350
5003,29,9351
5548,29,9352
5003,1694,9353
5547,24,9354
5535,1695,9355
5539,129,9356
1808,1696,9357
5549,10,9358
5270,1163,9359
5516,24,9360
1961,133,9361
3846,1491,9362
2043,563,9363
4059,1698,9364
4104,1330,9365
4394,1699,9366
5550,1700,9367
2703,893,9368
5551,1701,9369
5552,137,9370
5553,330,9371
5554,241,9372
5555,110,9373
1808,1703,9374
5556,349,9375
5557,1702,9376
5558,110,9377
5543,10,9378
2708,743,9379
1516,4,9380
5559,27,9381
4288,4,9382
35,110,9383
5560,18,9384
5561,110,9385
5562,4,9386
5563,110,9387
30,782,9388
4340,110,9389
745,1704,9390
5565,118,9391
5564,291,9392
5566,4,9393
19,263,9394
101,345,9395
935,28,9396
1873,563,9397
5567,563,9398
4700,1706,9399
5568,110,9400
3031,1707,9401
5581,29,9402
5582,26,9403
5583,39,9404
5584,29,9405
5588,5,9406
5585,60,9407
5586,26,9408
5587,10,9409
61,165,9410
2829,1670,9411
2716,152,9412
5454,135,9413
5455,154,9414
5456,49,9415
5241,219,9416
158,350,9417
35,623,9418
5589,21,9419
361,616,9420
5590,5,9421
5591,110,9422
5592,9,9423
5593,10,9424
5594,25,9425
5595,98,9426
5596,110,9427
5597,563,9428
5598,563,9429
5599,563,9430
5600,563,9431
5601,186,9432
5602,4,9433
5603,49,9434
1181,1709,9435
260,1710,9436
3400,1711,9437
4016,29,9438
5615,4,9439
5616,21,9440
15,522,9441
90,129,9442
147,1562,9443
39,33,9444
4581,35,9445
5569,1697,9446
5570,18,9447
5571,4,9448
5572,27,9449
5573,27,9450
5574,18,9451
5575,241,9452
1825,18,9453
5576,33,9454
586,19,9455
5577,29,9456
5578,27,9457
2649,1712,9458
5579,5,9459
5614,4,9460
5580,137,9461
5604,29,9462
5605,263,9463
3409,25,9464
5606,4,9465
5607,563,9466
5608,1057,9467
5609,110,9468
5610,137,9469
5612,135,9470
90,1713,9471
5613,18,9472
3503,4,9473
1754,291,9474
5618,174,9475
5619,4,9476
5620,321,9477
5621,27,9478
5622,4,9479
5623,27,9480
5624,127,9481
5625,321,9482
5626,1197,9483
5627,27,9484
3503,189,9485
383,1714,9486
5628,118,9487
1417,27,9488
3543,35,9489
266,189,9490
5629,189,9491
5630,32,9492
5631,25,9493
5632,10,9494
5633,10,9495
5634,1473,9496
5635,479,9497
5636,1714,9498
5637,4,9499
3381,49,9500
14,1715,9501
5638,33,9502
5639,29,9503
430,1190,9504
5640,96,9505
5641,1498,9506
5642,321,9507
5643,597,9508
5644,16,9509
5645,563,9510
5646,137,9511
90,1716,9512
5647,4,9513
5648,563,9514
147,1717,9515
1808,1258,9516
5649,27,9517
5650,110,9518
35,1720,9519
1253,965,9520
2053,601,9521
4,1018,9522
3611,119,9523
1489,137,9524
5653,4,9525
5654,4,9526
5655,1133,9527
5656,1118,9528
5657,263,9529
5658,111,9530
5659,107,9531
1854,33,9532
543,294,9533
5660,186,9534
1285,4,9535
3530,4,9536
5661,4,9537
543,438,9538
2890,1722,9539
5665,563,9540
5666,33,9541
5664,10,9542
5667,4,9543
1259,1723,9544
5668,1724,9545
1164,137,9546
1090,272,9547
5592,110,9548
53,110,9549
4700,137,9550
5669,10,9551
5670,4,9552
3726,997,9553
908,95,9554
3857,1491,9555
5526,208,9556
150,1632,9557
132,1582,9558
5671,4,9559
5672,49,9560
5526,1388,9561
5674,32,9562
5673,281,9563
2624,1128,9564
5251,110,9565
535,620,9566
3538,6,9567
90,6,9568
37,118,9569
5675,27,9570
266,1725,9571
5676,1726,9572
5677,4,9573
406,118,9574
5679,32,9575
5680,27,9576
2674,1727,9577
5681,27,9578
5682,16,9579
73,1728,9580
5408,5,9581
5683,19,9582
5412,16,9583
30,1730,9584
5416,16,9585
2835,24,9586
5420,1221,9587
30,1733,9588
2242,1221,9589
4550,1734,9590
5421,338,9591
5440,894,9592
5684,18,9593
5407,24,9594
5026,4,9595
73,18,9596
5407,1735,9597
5426,33,9598
5427,1736,9599
73,1737,9600
5686,16,9601
5428,29,9602
96,136,9603
5433,16,9604
5435,281,9605
5422,27,9606
5437,28,9607
5438,27,9608
5439,19,9609
5409,18,9610
18,24,9611
5441,27,9612
5419,563,9613
868,16,9614
5442,16,9615
5394,16,9616
4943,3,9617
5443,18,9618
5420,16,9619
19,16,9620
5445,894,9621
5446,24,9622
5430,18,9623
2610,1738,9624
8,16,9625
5442,1739,9626
61,22,9627
5440,16,9628
5683,1729,9629
5440,18,9630
5423,4,9631
5425,1740,9632
5685,16,9633
73,1057,9634
5428,1741,9635
5436,1531,9636
300,16,9637
5447,743,9638
5448,16,9639
5687,1742,9640
3408,18,9641
5688,27,9642
5449,1658,9643
5451,16,9644
2835,16,9645
105,455,9646
336,29,9647
5689,135,9648
5690,16,9649
787,4,9650
5691,110,9651
5692,4,9652
5557,1743,9653
1808,1744,9654
5694,137,9655
5693,25,9656
5695,1745,9657
5696,1491,9658
2978,21,9659
5678,6,9660
5697,6,9661
5154,4,9662
5698,1746,9663
3286,110,9664
1388,33,9665
5699,10,9666
4,677,9667
5700,33,9668
5701,110,9669
23,1674,9670
4016,862,9671
258,862,9672
1416,328,9673
5702,455,9674
4801,33,9675
5703,186,9676
5704,21,9677
37,455,9678
543,1692,9679
5705,4,9680
5706,4,9681
5707,1336,9682
5708,21,9683
5709,21,9684
5710,135,9685
5711,1747,9686
5712,330,9687
5713,470,9688
2816,32,9689
5716,446,9690
5717,1491,9691
5718,294,9692
5715,1154,9693
5652,190,9694
123,1708,9695
5714,1718,9696
5719,263,9697
5720,25,9698
5721,110,9699
5722,33,9700
1819,49,9701
5723,110,9702
5724,39,9703
5725,39,9704
715,316,9705
5726,4,9706
1819,4,9707
3038,49,9708
3039,4,9709
421,4,9710
4262,1748,9711
5727,129,9712
5728,548,9713
1808,1178,9714
5729,110,9715
516,1749,9716
1399,129,9717
5727,1538,9718
617,1750,9719
5730,137,9720
5731,137,9721
5732,21,9722
5733,1700,9723
5734,1161,9724
5735,110,9725
5736,263,9726
5737,25,9727
5740,29,9728
232,1753,9729
421,1445,9730
738,1754,9731
5739,1755,9732
5741,118,9733
5742,189,9734
5743,75,9735
2161,6,9736
251,6,9737
5744,118,9738
5745,118,9739
2674,1756,9740
37,393,9741
421,6,9742
5746,6,9743
383,1752,9744
5738,6,9745
1257,305,9746
164,1751,9747
1228,399,9748
2674,399,9749
5747,1757,9750
5748,4,9751
5749,4,9752
5750,4,9753
5751,24,9754
5752,4,9755
5753,328,9756
5735,25,9757
5754,25,9758
2852,1758,9759
5755,4,9760
206,1484,9761
5662,862,9762
5663,33,9763
5756,82,9764
147,25,9765
5757,33,9766
5758,4,9767
5759,29,9768
5760,1759,9769
1042,29,9770
147,1760,9771
1258,39,9772
96,1031,9773
3078,82,9774
5762,684,9775
5763,1161,9776
5764,1161,9777
5766,1761,9778
90,1043,9779
5767,33,9780
5768,1063,9781
5769,72,9782
5770,70,9783
251,1762,9784
5771,1763,9785
251,1764,9786
2055,1765,9787
160,1231,9788
5772,1761,9789
5773,186,9790
5774,4,9791
5775,33,9792
4,1766,9793
5776,4,9794
5777,4,9795
5778,1036,9796
2426,1021,9797
5779,4,9798
5780,186,9799
485,914,9800
5781,29,9801
5485,620,9802
2002,1767,9803
5782,903,9804
5784,29,9805
61,60,9806
5785,137,9807
1914,33,9808
5786,138,9809
5787,137,9810
5788,33,9811
5789,26,9812
5792,29,9813
5790,29,9814
5791,110,9815
5761,1769,9816
18,1769,9817
5761,4,9818
59,1769,9819
5793,70,9820
5794,72,9821
91,1043,9822
5770,33,9823
217,1763,9824
5770,1161,9825
5783,10,9826
5795,10,9827
90,1036,9828
5796,110,9829
5797,563,9830
1489,953,9831
1884,1770,9832
5798,33,9833
1754,4,9834
5799,72,9835
5800,307,9836
5801,1764,9837
5802,1161,9838
2055,82,9839
897,21,9840
5803,1234,9841
5804,136,9842
5805,110,9843
5806,4,9844
5807,110,9845
5808,4,9846
5809,92,9847
5810,263,9848
5811,563,9849
5812,10,9850
5813,33,9851
5814,33,9852
2261,21,9853
5815,26,9854
161,186,9855
5816,110,9856
5817,4,9857
5818,4,9858
376,156,9859
5819,110,9860
5820,1771,9861
5821,4,9862
5822,110,9863
5823,4,9864
5824,4,9865
5825,16,9866
4763,1772,9867
5826,4,9868
558,72,9869
5827,4,9870
5828,602,9871
5829,1746,9872
3469,563,9873
5830,25,9874
5831,70,9875
3188,70,9876
5832,21,9877
5833,1161,9878
5834,1773,9879
3078,72,9880
5762,1774,9881
2809,1161,9882
5835,72,9883
5836,1161,9884
5770,1043,9885
5837,33,9886
3031,1775,9887
5838,1133,9888
433,958,9889
5839,1161,9890
5841,1161,9891
3971,4,9892
5795,1776,9893
5842,10,9894
543,328,9895
5843,29,9896
28,893,9897
28,1777,9898
5844,21,9899
5845,321,9900
5846,29,9901
5847,60,9902
870,1778,9903
5848,29,9904
5849,521,9905
5850,29,9906
5851,1779,9907
5852,997,9908
5853,241,9909
5854,563,9910
697,1412,9911
5855,27,9912
5856,27,9913
5857,27,9914
5858,25,9915
5859,110,9916
3031,241,9917
5860,953,9918
5861,98,9919
1840,1743,9920
5862,4,9921
5863,1330,9922
5864,98,9923
5865,137,9924
5866,29,9925
3738,60,9926
5867,1381,9927
5868,1189,9928
5869,563,9929
4136,86,9930
3479,21,9931
4130,24,9932
1511,110,9933
4130,4,9934
1808,156,9935
1808,98,9936
2939,33,9937
2212,156,9938
2224,186,9939
2857,29,9940
206,738,9941
3453,33,9942
251,566,9943
1123,4,9944
301,24,9945
3283,33,9946
1053,1185,9947
2589,156,9948
488,137,9949
731,738,9950
997,29,9951
1933,75,9952
1934,75,9953
4707,29,9954
4721,75,9955
256,1537,9956
5870,186,9957
5871,367,9958
5872,4,9959
5873,1780,9960
1785,1495,9961
5874,10,9962
4,215,9963
5875,10,9964
90,1781,9965
96,1782,9966
173,189,9967
5876,26,9968
234,33,9969
3957,39,9970
5878,137,9971
5879,110,9972
28,138,9973
3957,1388,9974
7,1769,9975
5880,1769,9976
5761,1768,9977
5881,1783,9978
90,1136,9979
5882,1784,9980
5883,110,9981
96,1785,9982
277,1161,9983
5862,1491,9984
917,507,9985
543,86,9986
30,1786,9987
1808,1746,9988
1489,743,9989
5884,4,9990
5885,110,9991
5886,563,9992
5887,563,9993
5888,4,9994
5889,110,9995
5890,1491,9996
5891,1189,9997
3031,85,9998
59,1576,9999
5892,616,10000
488,186,10001
3003,137,10002
2042,96,10003
3345,1667,10004
1900,576,10005
5893,110,10006
5894,1383,10007
893,1769,10008
59,304,10009
5896,29,10010
5895,4,10011
103,334,10012
90,1787,10013
5897,4,10014
5898,33,10015
266,1788,10016
5899,29,10017
908,893,10018
5900,29,10019
5901,29,10020
5902,241,10021
5903,110,10022
5695,60,10023
3048,1190,10024
5904,110,10025
5877,110,10026
5905,35,10027
5906,894,10028
5233,1789,10029
5907,27,10030
5908,25,10031
90,555,10032
90,1336,10033
686,33,10034
5909,1790,10035
5910,29,10036
1403,21,10037
5911,29,10038
5912,4,10039
5913,92,10040
361,15,10041
5914,29,10042
2759,4,10043
5915,4,10044
5916,33,10045
888,281,10046
5917,1491,10047
5918,27,10048
161,1791,10049
1914,1005,10050
232,983,10051
5919,1792,10052
4837,16,10053
5266,29,10054
430,1423,10055
4988,106,10056
3696,110,10057
889,29,10058
4846,24,10059
535,27,10060
2605,24,10061
903,563,10062
4334,105,10063
411,103,10064
182,1482,10065
5553,788,10066
908,1604,10067
1808,1793,10068
997,1628,10069
4,1344,10070
1388,1604,10071
182,519,10072
2,46,10073
4501,375,10074
182,566,10075
90,807,10076
18,1794,10077
2605,26,10078
5920,137,10079
4311,1330,10080
5921,29,10081
5922,110,10082
3031,29,10083
2866,1005,10084
3942,1388,10085
2600,39,10086
35,29,10087
2700,4,10088
2073,893,10089
5923,4,10090
5924,4,10091
90,444,10092
253,122,10093
5925,1036,10094
1132,1795,10095
5926,10,10096
5927,33,10097
1489,1796,10098
5723,1365,10099
5928,16,10100
4160,110,10101
904,29,10102
147,1330,10103
5557,1330,10104
407,1488,10105
581,75,10106
407,29,10107
516,33,10108
2569,441,10109
1808,1330,10110
4311,21,10111
90,1344,10112
147,1749,10113
5929,21,10114
5931,29,10115
5932,1408,10116
5930,1408,10117
5934,21,10118
5935,1798,10119
5936,1797,10120
5938,241,10121
5939,1330,10122
5940,29,10123
5937,29,10124
4536,1799,10125
5941,1330,10126
1884,1800,10127
5942,563,10128
5943,4,10129
90,1801,10130
3575,1802,10131
2147,563,10132
2573,33,10133
2298,726,10134
787,238,10135
2953,29,10136
251,126,10137
2277,1166,10138
5944,4,10139
5945,1388,10140
38,39,10141
5947,1252,10142
924,1803,10143
5948,602,10144
90,1804,10145
5949,10,10146
5950,10,10147
5951,29,10148
5945,563,10149
5952,18,10150
5953,29,10151
1884,893,10152
3031,1359,10153
4731,110,10154
1275,328,10155
1903,35,10156
5954,21,10157
5860,33,10158
5057,1488,10159
5955,29,10160
5956,19,10161
5957,188,10162
2690,50,10163
51,743,10164
4423,33,10165
1893,33,10166
581,530,10167
1903,1577,10168
5958,29,10169
5959,27,10170
5960,39,10171
5961,1805,10172
5962,5,10173
5963,563,10174
5964,953,10175
5965,612,10176
251,1806,10177
5966,5,10178
5967,238,10179
5968,39,10180
5969,9,10181
251,1807,10182
5970,25,10183
5971,1458,10184
5972,1458,10185
30,1746,10186
5973,33,10187
124,27,10188
5974,1808,10189
543,1370,10190
4610,1563,10191
5975,27,10192
4097,579,10193
997,1809,10194
5976,563,10195
5977,29,10196
5978,29,10197
147,98,10198
5979,10,10199
5980,21,10200
5981,328,10201
5982,186,10202
5983,1153,10203
5984,186,10204
5985,1495,10205
5986,186,10206
5987,1780,10207
5988,1036,10208
1123,1811,10209
5989,33,10210
5990,33,10211
4,1812,10212
952,1813,10213
5991,186,10214
5992,446,10215
5993,10,10216
5994,4,10217
5995,33,10218
5996,563,10219
5997,4,10220
5998,186,10221
5998,21,10222
5999,4,10223
6000,33,10224
6001,21,10225
6002,1360,10226
5990,831,10227
6003,1815,10228
6004,33,10229
6005,107,10230
6006,367,10231
6007,446,10232
6008,1039,10233
6009,1355,10234
6004,738,10235
6010,33,10236
6011,953,10237
6012,470,10238
6013,566,10239
6014,33,10240
6015,1817,10241
6016,1818,10242
6017,1819,10243
6018,110,10244
6019,1820,10245
581,1821,10246
6020,278,10247
1135,1822,10248
6079,241,10249
6080,110,10250
64,1844,10251
6081,26,10252
6082,135,10253
6083,1776,10254
6084,33,10255
5665,1388,10256
1489,33,10257
5946,29,10258
1489,4,10259
6021,137,10260
6022,156,10261
2261,1823,10262
6023,21,10263
1135,1824,10264
6024,563,10265
242,1825,10266
6025,156,10267
3531,1826,10268
1496,1827,10269
6026,1036,10270
2894,1828,10271
90,1829,10272
543,1830,10273
6027,33,10274
6028,1831,10275
6029,60,10276
6030,137,10277
6031,186,10278
6032,4,10279
1448,1832,10280
6033,137,10281
6034,156,10282
6035,1473,10283
6036,858,10284
6037,4,10285
6038,186,10286
6039,137,10287
6040,75,10288
6041,479,10289
251,1833,10290
1132,1834,10291
6042,328,10292
6043,75,10293
2035,1835,10294
6044,75,10295
130,1836,10296
6045,186,10297
130,1837,10298
6046,1838,10299
6047,752,10300
6048,156,10301
6049,328,10302
6050,1834,10303
6051,479,10304
182,1839,10305
6052,328,10306
6053,186,10307
6054,33,10308
6055,1803,10309
6056,33,10310
6057,1840,10311
6058,1841,10312
6059,33,10313
6060,1842,10314
6061,33,10315
6062,1058,10316
6063,186,10317
6064,4,10318
6065,737,10319
6066,107,10320
6067,477,10321
6068,4,10322
6069,1036,10323
6070,33,10324
6071,110,10325
1132,1843,10326
6072,33,10327
6073,4,10328
6074,21,10329
130,1817,10330
6075,75,10331
6076,110,10332
6077,4,10333
6078,186,10334
90,570,10335
2978,4,10336
147,709,10337
700,1495,10338
1226,137,10339
4,444,10340
396,186,10341
5924,156,10342
1275,737,10343
489,75,10344
1715,547,10345
1053,75,10346
2559,186,10347
90,1312,10348
1448,446,10349
4179,21,10350
4,1810,10351
866,186,10352
2730,156,10353
251,156,10354
866,566,10355
1053,119,10356
1973,186,10357
90,495,10358
1447,10,10359
876,110,10360
1053,1814,10361
609,470,10362
952,913,10363
2035,33,10364
1053,1414,10365
5753,1713,10366
489,110,10367
1891,367,10368
1132,554,10369
2357,156,10370
188,33,10371
1716,1473,10372
1135,1036,10373
4179,1816,10374
1135,1586,10375
1198,137,10376
1053,446,10377
182,870,10378
251,446,10379
581,563,10380
328,913,10381
4700,580,10382
581,865,10383
580,1070,10384
1912,186,10385
246,4,10386
1284,1036,10387
2328,156,10388
905,186,10389
1226,738,10390
1311,110,10391
2103,4,10392
833,33,10393
609,75,10394
1053,1153,10395
2103,186,10396
2978,75,10397
3137,110,10398
866,33,10399
1448,1036,10400
3760,33,10401
5541,110,10402
1132,526,10403
3971,470,10404
3578,107,10405
90,1017,10406
581,479,10407
3531,110,10408
1973,21,10409
760,483,10410
6086,110,10411
6087,110,10412
6088,29,10413
6089,1845,10414
6090,349,10415
6091,953,10416
6092,21,10417
6093,92,10418
1873,29,10419
5900,165,10420
6094,33,10421
6095,121,10422
1808,1103,10423
2286,29,10424
997,836,10425
4707,110,10426
3109,29,10427
443,1713,10428
443,33,10429
39,39,10430
2513,1180,10431
1903,1180,10432
2622,1128,10433
2153,563,10434
21,27,10435
2758,186,10436
4251,33,10437
6096,29,10438
6097,29,10439
1388,86,10440
1388,1163,10441
6098,110,10442
4,513,10443
6099,27,10444
6100,33,10445
6101,32,10446
6102,1620,10447
6103,4,10448
6104,1491,10449
6105,1746,10450
6106,110,10451
6107,1746,10452
6108,18,10453
6109,18,10454
90,1846,10455
6110,18,10456
6111,836,10457
6112,110,10458
6113,563,10459
119,1847,10460
6115,743,10461
6116,563,10462
6117,1746,10463
6119,1491,10464
6118,72,10465
6120,1189,10466
119,1848,10467
6121,33,10468
4637,22,10469
4270,386,10470
3957,1849,10471
6122,894,10472
6123,26,10473
6114,29,10474
1582,135,10475
6124,1850,10476
6125,4,10477
6126,110,10478
6127,29,10479
6128,137,10480
1808,579,10481
6130,1851,10482
6131,1235,10483
6129,1234,10484
6132,165,10485
5762,32,10486
5763,1852,10487
6130,72,10488
5762,814,10489
6133,33,10490
6134,1007,10491
90,1854,10492
3386,1855,10493
6135,330,10494
6136,470,10495
4,1817,10496
6137,738,10497
6138,782,10498
6139,29,10499
4340,1856,10500
995,1046,10501
241,33,10502
603,33,10503
435,563,10504
6140,1161,10505
49,21,10506
6141,70,10507
2229,1226,10508
6142,165,10509
4695,85,10510
6143,33,10511
6144,18,10512
6145,27,10513
6146,33,10514
28,1576,10515
6147,16,10516
6148,21,10517
1497,1478,10518
6149,33,10519
6150,1853,10520
3411,884,10521
6151,1857,10522
6152,29,10523
6153,136,10524
6154,241,10525
6155,29,10526
6156,1857,10527
1143,33,10528
6157,1189,10529
39,25,10530
1808,1189,10531
4323,33,10532
6158,10,10533
6159,72,10534
5769,1043,10535
3629,70,10536
6160,70,10537
5770,1225,10538
6161,1161,10539
2809,1774,10540
5770,1231,10541
6162,1858,10542
6163,684,10543
123,1161,10544
6164,1043,10545
6165,1161,10546
6166,1161,10547
6167,72,10548
3617,25,10549
6168,1225,10550
6169,1161,10551
5840,1859,10552
6170,1860,10553
1253,1161,10554
91,1861,10555
161,1862,10556
6171,10,10557
2656,188,10558
147,1133,10559
2569,1365,10560
3345,1579,10561
1403,1863,10562
1808,1865,10563
6172,6,10564
6173,137,10565
6174,1021,10566
6175,29,10567
5829,4,10568
6176,4,10569
1135,186,10570
2577,1744,10571
6177,479,10572
6107,894,10573
1184,526,10574
6178,110,10575
6179,33,10576
6180,156,10577
6181,9,10578
6182,33,10579
6183,16,10580
2835,1867,10581
6184,563,10582
6185,563,10583
6186,137,10584
6187,4,10585
6188,110,10586
6189,29,10587
6190,16,10588
6191,16,10589
6192,1189,10590
6193,29,10591
6194,1189,10592
6195,1131,10593
6196,24,10594
6197,1746,10595
6198,1746,10596
6199,1746,10597
6200,1189,10598
6201,441,10599
6202,24,10600
6203,70,10601
6204,29,10602
6205,137,10603
6206,29,10604
785,156,10605
6207,738,10606
1730,1868,10607
6208,156,10608
2395,156,10609
6209,75,10610
6210,10,10611
6211,137,10612
6212,738,10613
6213,1869,10614
6214,1870,10615
6215,10,10616
6216,137,10617
6217,186,10618
6218,1434,10619
536,18,10620
6219,33,10621
5338,4,10622
6220,4,10623
536,1871,10624
6221,1554,10625
2063,563,10626
6222,29,10627
6223,29,10628
6224,18,10629
260,16,10630
30,1066,10631
5308,27,10632
3741,893,10633
1489,27,10634
101,4,10635
6225,1027,10636
1489,1873,10637
574,35,10638
2835,22,10639
6226,29,10640
6227,743,10641
2699,110,10642
6228,18,10643
6229,24,10644
87,126,10645
4016,1874,10646
6230,563,10647
6231,110,10648
5976,25,10649
6232,1036,10650
101,18,10651
908,1875,10652
6233,4,10653
1873,18,10654
4662,92,10655
1489,1876,10656
6234,743,10657
4953,743,10658
3741,29,10659
6235,18,10660
2043,18,10661
3741,10,10662
4340,743,10663
6238,328,10664
6236,328,10665
6237,330,10666
6239,21,10667
6240,110,10668
6241,110,10669
908,1059,10670
6242,4,10671
731,10,10672
3048,1877,10673
6243,738,10674
6244,110,10675
266,1864,10676
6245,1866,10677
6246,60,10678
6247,137,10679
6248,110,10680
6249,4,10681
6250,165,10682
6251,1878,10683
251,440,10684
6252,137,10685
2136,33,10686
3318,137,10687
6253,137,10688
6254,1092,10689
103,27,10690
584,137,10691
98,1879,10692
6255,137,10693
536,563,10694
1815,119,10695
6275,1880,10696
6276,4,10697
3389,33,10698
6277,4,10699
6279,4,10700
